eq_class,members,representative,model,chains,molecule,nts
75005.1,1,4TZ6,1,B,Protein-RNA Complex,7
70891.1,1,7M3T,1,UU,Protein-RNA Complex,6
82460.1,1,2N8V,1,X,Solo RNA,70
48282.1,1,2RFK,1,E+D+F,Protein-RNA Complex,61
97196.1,1,3V71,1,B,Protein-RNA Complex,7
30196.1,1,5C9H,1,C+D,Protein-RNA Complex,21
36773.1,1,6EZ0,1,A,Solo RNA,22
82659.1,1,2N6S,1,A,Solo RNA,36
66074.1,1,8HIO,1,B,Protein-RNA Complex,47
36360.1,1,6ZJ3,1,LE,Protein-RNA Complex,615
52192.1,1,4V5Z,1,AH,Protein-RNA Complex,0
21434.1,1,6THN,1,A,Protein-RNA Complex,2
59982.1,1,5MYJ,1,BA,Protein-RNA Complex,2897
84251.1,1,1TBK,1,A,Solo RNA,17
00301.1,1,6BG9,1,A+B,Solo RNA,94
70523.1,1,2R7V,1,X,Protein-RNA Complex,5
51668.1,1,3IY9,1,A,Protein-RNA Complex,0
28115.1,1,2AGN,1,A,Solo RNA,0
07720.1,1,7QR4,1,B,Protein-RNA Complex,69
71379.1,1,3RC8,1,E,Protein-RNA Complex,5
86000.1,1,7QGR,1,x,Protein-RNA Complex,44
17321.1,1,7QDU,1,Q,Solo RNA,552
47834.1,1,7KQM,1,B,Protein-RNA Complex,17
97675.1,1,6N4O,1,C+D,Protein-RNA Complex,32
35448.1,1,3JCS,1,5,Protein-RNA Complex,80
85253.1,1,8DZJ,1,E,Protein-RNA Complex,153
08187.1,1,7NT6,1,Z,Protein-RNA Complex,42
86990.1,1,4V5Z,1,AC,Protein-RNA Complex,0
73942.1,1,1EFO,1,B,DNA-RNA Hybrid,10
70457.1,1,2B6G,1,B,Protein-RNA Complex,19
04298.1,1,6PMO,1,B,Solo RNA,70
78175.1,1,3ICE,1,G,Protein-RNA Complex,6
67927.1,1,6NY1,1,B,Protein-RNA Complex,108
04979.1,1,6AAY,1,B,Protein-RNA Complex,52
58041.1,1,5F6C,1,E,Protein-RNA Complex,3
45112.1,1,486D,1,C,Solo RNA,61
44800.1,1,3ID5,1,H,Protein-RNA Complex,33
81464.1,1,2GJE,1,R,Protein-RNA Complex,13
49428.1,1,7U2A,1,C,Protein-RNA Complex,38
92211.1,1,1H1K,1,J+M,Solo RNA,552
85143.1,1,3IZZ,1,D,Protein-RNA Complex,60
12506.1,1,2AHT,1,A,Solo RNA,27
41220.1,1,1KOD,1,B+A,Solo RNA,25
93197.1,1,7D12,1,A,Solo RNA,20
07425.1,1,1ATV,1,A,Solo RNA,17
57703.1,1,1FMN,1,A,Solo RNA,35
16778.1,1,2MXY,1,B,Protein-RNA Complex,7
77156.1,1,8SX5,1,A+B,Solo RNA,20
45478.1,1,1U6P,16,B,Protein-RNA Complex,100
58908.1,1,7SLP,1,R,Protein-RNA Complex,37
44994.1,1,3IY8,1,A,Protein-RNA Complex,0
56078.1,1,4V7E,1,Aa+Ac,Protein-RNA Complex,3551
21571.1,1,6XIQ,1,AY,Protein-RNA Complex,8
31288.1,1,4C8Y,1,C,Protein-RNA Complex,13
78430.1,1,4QVD,1,H,Protein-RNA Complex,4
94764.1,1,8E5P,1,7,Protein-RNA Complex,8
07034.1,1,5W64,1,R,Protein-RNA Complex,6
19686.1,1,4V5Z,1,AE,Protein-RNA Complex,0
52305.1,1,3J45,1,4,Protein-RNA Complex,61
14347.1,1,5MS0,1,H,Protein-RNA Complex,14
26454.1,1,5C0W,1,N,Protein-RNA Complex,6
11210.1,1,486D,1,F,Solo RNA,0
69993.1,1,7ZO1,1,A,Protein-RNA Complex,83
95825.1,1,7Q2S,1,B,Protein-RNA Complex,3
99785.1,1,7UZW,1,G,Protein-RNA Complex,31
11375.1,1,7S7B,1,H,Protein-RNA Complex,11
60605.1,1,4UER,1,A,Protein-RNA Complex,1782
30586.1,1,2L3J,1,B,Protein-RNA Complex,71
79669.1,1,5Y36,1,B,Protein-RNA Complex,99
87008.1,1,3AOI,1,U,Protein-RNA Complex,7
70680.1,1,6WB0,1,D+C,Protein-RNA Complex,77
39223.1,1,1MFJ,1,A,Solo RNA,20
24553.1,1,4V4S,1,AX,Protein-RNA Complex,6
62810.1,1,4V4B,1,B3,Protein-RNA Complex,2794
32559.1,1,2ADC,19,C,Protein-RNA Complex,6
78370.1,1,4V8T,1,1,Protein-RNA Complex,0
83754.1,1,2IRO,1,A+B,Solo RNA,18
16564.1,1,7WJU,1,C,Protein-RNA Complex,133
76721.1,1,8E3I,1,E,Protein-RNA Complex,6
26549.1,1,1D0T,1,A,Solo RNA,16
04124.1,1,1A4T,1,A,Protein-RNA Complex,15
90197.1,1,2JRQ,6,A,Solo RNA,16
95796.1,1,2M1V,1,A,DNA-RNA Hybrid,29
29370.1,1,5WWW,1,B,Protein-RNA Complex,6
68310.1,1,7KL3,1,B,Protein-RNA Complex,2
90254.1,1,8EG7,1,R,Protein-RNA Complex,10
49702.1,1,7PDV,1,F,Protein-RNA Complex,7
33071.1,1,2F4X,1,A+B,Solo RNA,48
04322.1,1,2N8M,1,B,Protein-RNA Complex,7
61819.1,1,6BU9,1,B+C,Protein-RNA Complex,41
58813.1,1,1HWQ,1,A,Solo RNA,30
76472.1,1,2KUW,2,A,Solo RNA,48
56644.1,1,4V7H,1,AA,Protein-RNA Complex,1758
32421.1,1,1NAO,1,A,DNA-RNA Hybrid,9
70406.1,1,1ATW,1,A,Solo RNA,15
43578.1,1,4V7H,1,A7,Protein-RNA Complex,62
52383.1,1,1X18,1,C,Protein-RNA Complex,0
28474.1,1,1OQ0,1,A,Solo RNA,15
78444.1,1,2KY1,1,A+B,Solo RNA,22
43908.1,1,5WQ1,1,A,Solo RNA,23
97403.1,1,7JU1,2,X,Solo RNA,29
32759.1,1,7VKI,1,B,Protein-RNA Complex,3
59164.1,1,7EU0,1,O+R,Protein-RNA Complex,36
05106.1,1,1CWP,1,D,Protein-RNA Complex,4
24575.1,1,1TJZ,15,A,Solo RNA,22
64573.1,1,7M3T,1,P,Protein-RNA Complex,7
45405.1,1,7TQB,1,A,Protein-RNA Complex,13
36828.1,1,5ZWM,1,H+I+F,Protein-RNA Complex,415
68616.1,1,6HYU,1,B,Protein-RNA Complex,6
02729.1,1,5VZJ,1,N,Protein-RNA Complex,7
48295.1,1,7NHM,1,D,Protein-RNA Complex,77
89224.1,1,2F8T,1,C+D,Protein-RNA Complex,50
69284.1,1,2RS2,1,B,Protein-RNA Complex,5
25813.1,1,3FTF,1,C+D,Protein-RNA Complex,44
94699.1,1,2JYM,1,A,Solo RNA,22
57276.1,1,2GV3,6,A,Solo RNA,22
21518.1,1,1LVJ,2,A,Solo RNA,31
14079.1,1,2MF0,6,G,Protein-RNA Complex,72
61951.1,1,7XYB,1,R,Protein-RNA Complex,14
63837.1,1,5WTY,1,D,Protein-RNA Complex,11
12473.1,1,7TUV,1,B,Protein-RNA Complex,4
34246.1,1,5TSN,1,P+T,Protein-RNA Complex,15
96910.1,1,7VSJ,1,B,Protein-RNA Complex,4
59092.1,1,7AAP,1,T+P,Protein-RNA Complex,21
77411.1,1,7V2Z,1,B,Protein-RNA Complex,5
80904.1,1,3FHT,1,C,Protein-RNA Complex,6
16609.1,1,6I1V,1,B+A,Solo RNA,17
76462.1,1,1ARJ,7,N,Solo RNA,29
14161.1,1,1Q75,1,A,Solo RNA,15
58168.1,1,6AR5,1,B,DNA-RNA Hybrid,14
88904.1,1,2M23,1,A,Solo RNA,29
02518.1,1,2AU4,1,A,Solo RNA,41
82207.1,1,1K6H,1,A,Solo RNA,22
59744.1,1,4V5Z,1,BM,Protein-RNA Complex,0
75525.1,1,6FLP,1,R,Protein-RNA Complex,10
29211.1,1,6UU7,1,333,Protein-RNA Complex,5
48921.1,1,1ZC8,1,F,Protein-RNA Complex,0
64202.1,1,2MVY,1,1+2,Solo RNA,20
02664.1,1,2LI4,1,A,Solo RNA,32
78207.1,1,1YSH,1,A,Protein-RNA Complex,28
54580.1,1,6ZJ3,1,LC+LA+LB,Protein-RNA Complex,616
73434.1,1,1PJY,1,A,Solo RNA,22
80099.1,1,2LJJ,1,A,Solo RNA,27
05648.1,1,6HAU,1,D,Protein-RNA Complex,6
55021.1,1,4V8M,1,AB,Protein-RNA Complex,73
96836.1,1,7Y8P,1,A+B,Solo RNA,18
72979.1,1,4V7E,1,Ab,Protein-RNA Complex,120
52612.1,1,4V6U,1,A0,Protein-RNA Complex,76
71588.1,1,6J4W,1,P,Protein-RNA Complex,16
91317.1,1,1NBR,10,A,Solo RNA,29
18069.1,1,1FQZ,1,A,Solo RNA,27
58872.1,1,6KUV,1,V+R,Protein-RNA Complex,23
16704.1,1,5JPQ,1,3,Protein-RNA Complex,164
43031.1,1,6XWW,1,A,Solo RNA,19
27754.1,1,4UE5,1,A,Protein-RNA Complex,299
79547.1,1,2R1G,1,F,Protein-RNA Complex,0
90279.1,1,8EG0,1,C,Protein-RNA Complex,65
82075.1,1,6YDW,1,AY,Protein-RNA Complex,71
89898.1,1,4V5Z,1,BF,Protein-RNA Complex,0
54148.1,1,4V5Z,1,BH,Protein-RNA Complex,0
44181.1,1,3DKN,1,F,Protein-RNA Complex,32
03559.1,1,1PN8,1,D,Protein-RNA Complex,0
13985.1,1,4X67,1,R,Protein-RNA Complex,8
61055.1,1,4V5Z,1,BN,Protein-RNA Complex,0
86924.1,1,2IHX,1,B,Protein-RNA Complex,75
08812.1,1,4V5Z,1,AD,Protein-RNA Complex,0
51853.1,1,6IZP,1,A,Solo RNA,29
58013.1,1,6HPJ,1,A,Protein-RNA Complex,6
44150.1,1,5YZG,1,H+F,Protein-RNA Complex,236
56904.1,1,5LQW,1,6+2,Protein-RNA Complex,183
18404.1,1,3J45,1,3,Protein-RNA Complex,18
20232.1,1,6XRZ,6,A,Solo RNA,88
43326.1,1,1T28,1,A,Solo RNA,34
04723.1,1,2HEM,1,A,Solo RNA,24
25498.1,1,6LLB,1,D,Protein-RNA Complex,6
66328.1,1,5M0H,1,A,Solo RNA,42
55381.1,1,2PCW,1,A,Solo RNA,35
15463.1,1,6R5K,1,E,Protein-RNA Complex,67
08337.1,1,1F8V,1,R,Protein-RNA Complex,25
73721.1,1,4V5Z,1,BD,Protein-RNA Complex,0
73745.1,1,2AGN,1,D,Solo RNA,0
40001.1,1,7A5P,1,2,Protein-RNA Complex,155
05459.1,1,2R1G,1,X,Protein-RNA Complex,0
49768.1,1,6A5O,1,P,Protein-RNA Complex,11
18718.1,1,4PDB,1,I,Protein-RNA Complex,38
06099.1,1,486D,1,A,Solo RNA,64
20115.1,1,6RFL,1,U,Protein-RNA Complex,69
57417.1,1,3HO1,1,Y,Protein-RNA Complex,11
40066.1,1,1X18,1,A,Protein-RNA Complex,0
34334.1,1,4V8M,1,BE,Protein-RNA Complex,210
93152.1,1,5WNT,1,b+a,Protein-RNA Complex,16
29984.1,1,8BMW,1,R,Protein-RNA Complex,48
20765.1,1,7UU3,1,C+D,Protein-RNA Complex,22
13046.1,1,2KU0,4,A,Solo RNA,38
95834.1,1,1LMV,1,B+A,Solo RNA,19
20602.1,1,2MKN,1,B+C,Protein-RNA Complex,38
86572.1,1,1S9S,4,A,Solo RNA,101
78769.1,1,1ULL,3,A,Protein-RNA Complex,35
70777.1,1,7SWQ,1,B+D,Protein-RNA Complex,34
01086.1,1,8B0J,1,K,Protein-RNA Complex,160
50291.1,1,6VVJ,7,A,Solo RNA,129
50218.1,1,6K84,2,A,Solo RNA,25
59959.1,1,2DD3,1,A+B,Solo RNA,19
49554.1,1,2MFH,3,B,Protein-RNA Complex,9
13558.1,1,1R4H,1,A,Solo RNA,10
58839.1,1,6G63,1,B,Protein-RNA Complex,23
43215.1,1,2GM0,1,A+B,Solo RNA,70
36040.1,1,7S7C,1,D+L,Protein-RNA Complex,37
67886.1,1,7M3T,1,qq,Protein-RNA Complex,4
79685.1,1,4YHW,1,E+C,Protein-RNA Complex,44
18056.1,1,4V8M,1,BH,Protein-RNA Complex,135
66595.1,1,4V5Z,1,BJ,Protein-RNA Complex,0
92312.1,1,4V5Z,1,BU,Protein-RNA Complex,0
19224.1,1,4V5Z,1,B0,Protein-RNA Complex,0
64766.1,1,6F4H,1,D,Protein-RNA Complex,22
10403.1,1,2OB7,1,A,Protein-RNA Complex,0
88566.1,1,3MOJ,1,A,Protein-RNA Complex,69
54932.1,1,2K7E,1,A+B,Solo RNA,22
59301.1,1,2NBX,1,A,Solo RNA,108
35312.1,1,2D17,2,A+B,Solo RNA,30
78170.1,1,1L1C,1,C,Protein-RNA Complex,29
84674.1,1,1I4B,1,A,Solo RNA,13
46023.1,1,1YSV,1,A,Solo RNA,27
40109.1,1,2KXZ,1,A+B,Solo RNA,22
18222.1,1,1K4B,1,A,Solo RNA,14
64055.1,1,1BN0,2,A,Solo RNA,20
25280.1,1,3J0Q,1,9,Protein-RNA Complex,19
98426.1,1,7CGI,1,B,Protein-RNA Complex,8
27926.1,1,8DEX,1,L,Protein-RNA Complex,48
79575.1,1,5T5H,1,H,Protein-RNA Complex,91
30399.1,1,5BKL,1,a,Protein-RNA Complex,5
28467.1,1,2M4W,7,A,Solo RNA,17
30413.1,1,1FNX,1,R,Protein-RNA Complex,10
78890.1,1,5VH7,1,A+B,Solo RNA,30
15848.1,1,2IXY,1,A,Solo RNA,27
68255.1,1,7ZHH,1,C,Protein-RNA Complex,6
89821.1,1,3J5Y,1,D,Protein-RNA Complex,88
58693.1,1,4V8M,1,BB,Protein-RNA Complex,1465
50752.1,1,5ZAL,1,C,Protein-RNA Complex,58
44641.1,1,1X18,1,B,Protein-RNA Complex,0
05778.1,1,5GXH,1,B,Protein-RNA Complex,6
93060.1,1,7SWF,1,B+D,Protein-RNA Complex,33
84438.1,1,1FHK,4,A,Solo RNA,14
81333.1,1,3WBM,1,X+Y,Protein-RNA Complex,50
78109.1,1,6M7K,1,B,Protein-RNA Complex,3
79785.1,1,6VRD,1,B,Protein-RNA Complex,20
04796.1,1,8FZA,1,B,Solo RNA,26
56057.1,1,2LQZ,3,A,Solo RNA,27
93100.1,1,7EQG,1,M,Protein-RNA Complex,58
90775.1,1,1FIR,1,A,Solo RNA,62
79459.1,1,4GKJ,1,X+W,Protein-RNA Complex,11
70511.1,1,6E9F,1,B+C,Protein-RNA Complex,79
67461.1,1,2K66,1,A,Solo RNA,22
32689.1,1,2M5U,1,A,Solo RNA,22
65451.1,1,1A51,3,A,Solo RNA,41
11169.1,1,2GVO,3,A,Solo RNA,18
71864.1,1,5KMZ,4,A,Solo RNA,31
25877.1,1,8BVH,1,A,Protein-RNA Complex,49
90540.1,1,1JZC,1,A,Solo RNA,13
79175.1,1,8D97,1,C,Protein-RNA Complex,42
52700.1,1,7VW3,1,B,Protein-RNA Complex,104
62230.1,1,7YG7,1,U,Protein-RNA Complex,99
18318.1,1,3S16,1,R,Protein-RNA Complex,8
57948.1,1,8H69,1,5+3,Protein-RNA Complex,37
78183.1,1,2Y8Y,1,B,Protein-RNA Complex,19
65422.1,1,8CI5,1,C,Protein-RNA Complex,11
15963.1,1,8FNC,1,g,Protein-RNA Complex,16
36247.1,1,2OIU,1,Q,Solo RNA,71
36993.1,1,1QES,1,A+B,Solo RNA,16
43617.1,1,5UZT,1,A,Solo RNA,31
98048.1,1,1F5G,1,A+B,Solo RNA,20
53333.1,1,8AW3,1,1,Protein-RNA Complex,73
11027.1,1,7YEX,1,B,Protein-RNA Complex,4
79594.1,1,7C7L,1,C,Protein-RNA Complex,116
42401.1,1,4RDX,1,C,Protein-RNA Complex,76
98913.1,1,1S77,1,R,Protein-RNA Complex,9
02783.1,1,1EBS,1,A,Solo RNA,29
14960.1,1,2NC0,1,A,Solo RNA,28
97787.1,1,2GV4,3,A,Solo RNA,22
43318.1,1,2N4L,6,A,Solo RNA,53
88865.1,1,1EJZ,1,A,Solo RNA,8
30844.1,1,1QC0,1,B+A,Solo RNA,19
38094.1,1,7C45,1,D,Protein-RNA Complex,10
12757.1,1,5BKL,1,Y+n,Protein-RNA Complex,16
76723.1,1,5BKL,1,h+S,Protein-RNA Complex,14
51071.1,1,4JYA,1,Y,Protein-RNA Complex,10
99929.1,1,7UND,1,P,Protein-RNA Complex,18
10062.1,1,7M3T,1,i+T,Protein-RNA Complex,10
63119.1,1,7C07,1,I,Protein-RNA Complex,5
33353.1,1,1D0U,14,A,Solo RNA,21
31224.1,1,1R2P,9,A,Solo RNA,34
10877.1,1,2N6W,6,A,Solo RNA,68
25696.1,1,2HUA,1,A,Solo RNA,40
89779.1,1,219D,1,B,DNA-RNA Hybrid,10
35232.1,1,1UUD,1,B,Solo RNA,29
45541.1,1,1BIV,5,A,Protein-RNA Complex,28
36664.1,1,6H9H,1,E,Protein-RNA Complex,26
47141.1,1,4RC0,1,A,Solo RNA,14
04787.1,1,2M24,9,A,Solo RNA,29
64004.1,1,8D1V,1,J+N,Protein-RNA Complex,52
53179.1,1,1RMV,1,B,Protein-RNA Complex,3
46722.1,1,2I2Y,1,B,Protein-RNA Complex,4
24762.1,1,1EBQ,1,A,Solo RNA,29
47980.1,1,1TUT,1,A+B,Solo RNA,22
41092.1,1,2MXL,1,A,Solo RNA,39
41767.1,1,8CX2,1,L,Protein-RNA Complex,9
41488.1,1,7K9Y,1,H,Protein-RNA Complex,4
53161.1,1,1NEM,1,A,Solo RNA,23
81170.1,1,2N6T,1,A,Solo RNA,42
93725.1,1,1F9L,1,A,Solo RNA,22
28090.1,1,4BS2,1,B,Protein-RNA Complex,12
88343.1,1,2MQQ,1,C,Protein-RNA Complex,5
52164.1,1,1HS3,1,A,Solo RNA,13
82766.1,1,2KPC,6,A,Solo RNA,17
89968.1,1,6DVK,1,H,Solo RNA,94
39177.1,1,1N66,1,A,Solo RNA,22
04048.1,1,2RPT,2,A,Solo RNA,20
55052.1,1,7WAZ,1,D,Protein-RNA Complex,115
62030.1,1,1MFY,1,A,Solo RNA,31
66641.1,1,7ELH,1,N+O,Protein-RNA Complex,64
50956.1,1,7Z43,1,MaM,Protein-RNA Complex,4
32696.1,1,6D9J,1,4,Protein-RNA Complex,190
42907.1,1,2H49,1,A+B,Solo RNA,18
86437.1,1,6N8I,1,A+B,Solo RNA,24
10635.1,1,1ZBN,1,A,Protein-RNA Complex,28
28654.1,1,2KX5,1,A,Protein-RNA Complex,29
09431.1,1,4PR6,1,B,Protein-RNA Complex,74
15457.1,1,7BPV,1,S,DNA-RNA Hybrid,10
65232.1,1,4HOS,1,X,Protein-RNA Complex,2
36964.1,1,2MFH,3,D,Protein-RNA Complex,9
83520.1,1,1IK1,1,A,Solo RNA,14
50502.1,1,7NSI,1,AV,Protein-RNA Complex,71
30403.1,1,4V5Z,1,AB,Protein-RNA Complex,0
02956.1,1,6HCT,1,E+F,Protein-RNA Complex,19
23218.1,1,3QRR,1,B,Protein-RNA Complex,17
04426.1,1,4NHA,1,B,Protein-RNA Complex,16
36586.1,1,7OFW,1,C,Protein-RNA Complex,18
93513.1,1,3ADI,1,D+E,Protein-RNA Complex,20
80776.1,1,6R47,1,A,Solo RNA,49
64827.1,1,5VZJ,1,M,Protein-RNA Complex,5
89748.1,1,6KQL,1,I,Protein-RNA Complex,3
44180.1,1,7XUI,1,R,Protein-RNA Complex,101
49345.1,1,7OYC,1,71,Protein-RNA Complex,119
09807.1,1,6LSH,1,B+C,Protein-RNA Complex,19
37564.1,1,8DZK,1,O,Protein-RNA Complex,2
04754.1,1,5U3G,1,B,Solo RNA,84
03107.1,1,8FJL,1,a6+b6,Protein-RNA Complex,76
32676.1,1,2F8K,1,B,Protein-RNA Complex,15
25547.1,1,3PU0,1,R,Protein-RNA Complex,45
52561.1,1,7M3T,1,n,Protein-RNA Complex,4
08157.1,1,8FNI,1,m,Protein-RNA Complex,21
83415.1,1,4WTC,1,T+P,Protein-RNA Complex,13
45692.1,1,2XBM,1,E+F,Protein-RNA Complex,14
98595.1,1,6GV4,1,D,Protein-RNA Complex,7
79985.1,1,7QGG,1,u,Protein-RNA Complex,76
14136.1,1,1DFU,1,M+N,Protein-RNA Complex,38
68288.1,1,7YP9,1,H,Protein-RNA Complex,11
55974.1,1,7S3C,1,B,Protein-RNA Complex,7
20366.1,1,1QCU,1,C+D,Solo RNA,22
80680.1,1,3R1D,1,E,Solo RNA,15
78848.1,1,3T5Q,1,F,Protein-RNA Complex,8
87898.1,1,7OJN,1,E,Protein-RNA Complex,7
58357.1,1,1FJG,1,X,Protein-RNA Complex,6
07107.1,1,7WNU,1,C,Protein-RNA Complex,7
73186.1,1,6OGY,1,N,Protein-RNA Complex,4
73006.1,1,7TO0,1,B+C,Protein-RNA Complex,24
53658.1,1,7AOR,1,A,Protein-RNA Complex,143
90447.1,1,7DMQ,1,B+C,Protein-RNA Complex,88
08420.1,1,2A43,1,A,Solo RNA,26
99751.1,1,2HVY,1,E,Protein-RNA Complex,57
16044.1,1,1I9X,1,A+B,Solo RNA,26
44115.1,1,7M50,1,WW+V,Protein-RNA Complex,17
08212.1,1,1XJR,1,A,Solo RNA,46
38681.1,1,7ENI,1,B,Protein-RNA Complex,68
92997.1,1,7Q82,1,C+B+A,Solo RNA,61
83386.1,1,1U0B,1,A,Protein-RNA Complex,74
66900.1,1,7M2V,1,X+m,Protein-RNA Complex,20
86801.1,1,6G3B,1,C,Protein-RNA Complex,22
90819.1,1,413D,1,A,Solo RNA,14
83775.1,1,3TZR,1,A+B,Solo RNA,36
36371.1,1,283D,1,A,Solo RNA,12
90823.1,1,5D0B,1,F,Protein-RNA Complex,16
00338.1,1,6SY4,1,C,Protein-RNA Complex,36
98075.1,1,2ZZM,1,B,Protein-RNA Complex,84
26998.1,1,1KXK,1,A,Solo RNA,70
42021.1,1,7TRA,1,R,Protein-RNA Complex,44
91365.1,1,4C8Z,1,C,Protein-RNA Complex,13
46784.1,1,7CYQ,1,J+I,Protein-RNA Complex,52
25919.1,1,6CF2,1,G,Protein-RNA Complex,35
34540.1,1,8FIX,1,R,Protein-RNA Complex,11
18709.1,1,7QI4,1,Aw,Protein-RNA Complex,22
49696.1,1,5LQT,1,A+B,Solo RNA,16
08946.1,1,4IJS,1,G,Protein-RNA Complex,9
74214.1,1,7P7T,1,C,Protein-RNA Complex,67
01551.1,1,6YWY,1,bb,Protein-RNA Complex,73
43299.1,1,5VW1,1,C,Protein-RNA Complex,73
63343.1,1,5DNO,1,B,Protein-RNA Complex,7
98642.1,1,5OT2,1,P,Protein-RNA Complex,10
17773.1,1,3CIY,1,C+D,Protein-RNA Complex,92
12290.1,1,5MMM,1,z,Protein-RNA Complex,76
90190.1,1,8FNF,1,g,Protein-RNA Complex,16
56450.1,1,3QRQ,1,B,Protein-RNA Complex,19
16683.1,1,5BKN,1,X+m,Protein-RNA Complex,17
37536.1,1,6M6S,1,C+D,Protein-RNA Complex,22
19715.1,1,255D,1,A,Solo RNA,12
70790.1,1,4E5C,1,A+B,Solo RNA,38
40750.1,1,5ELH,1,R,Protein-RNA Complex,5
64642.1,1,4XWW,1,E,Protein-RNA Complex,6
57322.1,1,7S3B,1,B,Protein-RNA Complex,7
66418.1,1,6FQ3,1,B,Protein-RNA Complex,13
29649.1,1,3ND3,1,A,Solo RNA,16
14992.1,1,5XPA,1,D,Protein-RNA Complex,18
81754.1,1,6LLB,1,C,Protein-RNA Complex,6
30288.1,1,4IG8,1,B+C,Protein-RNA Complex,36
70397.1,1,8CX2,1,K,Protein-RNA Complex,9
04998.1,1,7M3T,1,e,Protein-RNA Complex,11
68018.1,1,8DP3,1,R,Protein-RNA Complex,90
62516.1,1,3SJ2,1,A+B,Solo RNA,36
02402.1,1,4WTE,1,T+P,Protein-RNA Complex,12
26371.1,1,8CX1,1,L,Protein-RNA Complex,8
27088.1,1,7YED,1,T+N+M,Protein-RNA Complex,83
60757.1,1,7XYA,1,R,Protein-RNA Complex,10
70557.1,1,3Q1R,1,D,Protein-RNA Complex,5
47854.1,1,7SXP,1,A,Solo RNA,19
11024.1,1,7ZTA,1,ATR1,Protein-RNA Complex,62
31982.1,1,7ONU,1,T,Protein-RNA Complex,66
48721.1,1,5XXU,1,2,Protein-RNA Complex,1619
85024.1,1,1R7W,12,A,Solo RNA,34
87560.1,1,1HS2,1,A,Solo RNA,13
21583.1,1,2JWV,1,A,Solo RNA,29
29527.1,1,6GBM,1,A,Protein-RNA Complex,23
00085.1,1,2PCV,5,A,Solo RNA,35
09827.1,1,3AVY,1,T+G,Protein-RNA Complex,22
80808.1,1,6IFN,1,N,Protein-RNA Complex,32
08929.1,1,5LTA,1,E,Protein-RNA Complex,10
49650.1,1,2VOP,1,B,Protein-RNA Complex,5
35883.1,1,3RZO,1,R,Protein-RNA Complex,4
38180.1,1,5MFX,1,B,Protein-RNA Complex,4
97142.1,1,2LK3,1,A,Solo RNA,24
68093.1,1,8ATW,1,C,Protein-RNA Complex,5
12718.1,1,4YLO,1,9,Protein-RNA Complex,3
56381.1,1,7UO1,1,C,Protein-RNA Complex,82
35439.1,1,8P4C,1,P,Protein-RNA Complex,17
83974.1,1,6XBU,1,E,Protein-RNA Complex,7
43988.1,1,5EMF,1,A,Protein-RNA Complex,9
77275.1,1,4K31,1,B+C,Solo RNA,44
76432.1,1,7R21,1,R,Protein-RNA Complex,62
77860.1,1,7SOU,1,B,Protein-RNA Complex,3
82060.1,1,17RA,7,A,Solo RNA,21
56623.1,1,2KY2,1,A+B,Solo RNA,18
65186.1,1,2KRQ,1,A,Solo RNA,17
13395.1,1,3MDG,1,C,Protein-RNA Complex,6
47227.1,1,4G0A,1,H,Protein-RNA Complex,2
44402.1,1,5VH8,1,A+B,Solo RNA,30
09346.1,1,2AP5,1,A,Solo RNA,27
66903.1,1,2RQC,1,B,Protein-RNA Complex,6
01056.1,1,8AKN,1,Z,Protein-RNA Complex,76
63152.1,1,1VQN,1,4,Protein-RNA Complex,2
85489.1,1,5Z98,1,D,Protein-RNA Complex,8
69076.1,1,3G0H,1,E,Protein-RNA Complex,6
17965.1,1,1RFR,3,A,Solo RNA,30
62715.1,1,2K41,1,A+B,Solo RNA,17
48507.1,1,5GJB,1,B,Protein-RNA Complex,5
85950.1,1,3PTX,1,R,Protein-RNA Complex,45
18726.1,1,6MFN,1,E+C,Protein-RNA Complex,17
26375.1,1,2N2O,1,A,Solo RNA,23
83550.1,1,2N2P,1,A,Solo RNA,23
40734.1,1,2IXZ,1,A,Solo RNA,8
63265.1,1,3LA5,1,A,Solo RNA,71
23233.1,1,2Q66,1,X,Protein-RNA Complex,5
06107.1,1,2VUQ,1,A+B,Solo RNA,14
82191.1,1,8SP9,1,C,Solo RNA,136
23717.1,1,2L5D,3,B,Protein-RNA Complex,5
31404.1,1,1RNK,1,A,Solo RNA,34
35618.1,1,2MZ1,1,B,Protein-RNA Complex,5
83774.1,1,2KRY,1,A,Solo RNA,15
48565.1,1,1C0O,1,A,Solo RNA,14
80423.1,1,4MDX,1,C,Protein-RNA Complex,9
42542.1,1,7SOV,1,B,Protein-RNA Complex,4
44698.1,1,6UFM,1,A,Solo RNA,77
25170.1,1,5BKL,1,kk+TT,Protein-RNA Complex,12
53424.1,1,2GUN,1,B,DNA-RNA Hybrid,10
50652.1,1,4RBY,1,A,Solo RNA,11
35969.1,1,4NGC,1,B,Protein-RNA Complex,12
68262.1,1,3X1L,1,I,Protein-RNA Complex,32
04094.1,1,7M50,1,UU,Protein-RNA Complex,8
32785.1,1,4G0A,1,G,Protein-RNA Complex,2
33176.1,1,1RKJ,1,B,Protein-RNA Complex,21
85410.1,1,2YH1,1,B,Protein-RNA Complex,9
25049.1,1,1JUR,1,A,Solo RNA,22
91774.1,1,1UTS,2,B,Solo RNA,29
71000.1,1,2XC7,1,P,Protein-RNA Complex,4
01648.1,1,1S2F,1,A,Solo RNA,23
07975.1,1,1AL5,1,A+B,Solo RNA,24
